OTU;C.Tu;C.Td;T.TTu;T.TTd;TT.CTu;TT.CTd;model.StARS_0.08;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-6038;1;0;0;1;0;0;1;7;0.84509804;26.66666667
OTU-6052;1;0;0;0;0;0;1;13;1.113943352;26.66666667
OTU-60592;0;0;0;0;0;0;1;4;0.602059991;20
OTU-623;0;0;0;1;0;0;0;438;2.641474111;80
OTU-624;1;1;1;1;0;1;1;399;2.600972896;100
OTU-6250;1;0;0;1;0;0;0;393;2.59439255;46.66666667
OTU-6303;0;1;1;0;1;0;1;24;1.380211242;60
OTU-64;1;0;1;0;1;1;1;21;1.322219295;66.66666667
OTU-64030;0;0;1;0;1;0;1;48;1.681241237;46.66666667
OTU-64295;0;0;0;0;0;0;0;83;1.919078092;80
OTU-6597;0;0;0;0;0;0;1;29;1.462397998;46.66666667
OTU-65984;0;0;0;0;1;0;1;50;1.698970004;60
OTU-66722;0;0;0;0;0;0;0;32;1.505149978;53.33333333
OTU-66767;1;0;0;1;0;0;0;4;0.602059991;20
OTU-67377;0;0;0;0;0;0;0;35;1.544068044;66.66666667
OTU-67874;0;0;0;0;0;0;1;2;0.301029996;13.33333333
OTU-68;1;1;0;1;0;1;0;22;1.342422681;26.66666667
OTU-68125;0;0;1;0;0;1;0;49;1.69019608;60
OTU-6849;0;0;0;0;0;0;1;12;1.079181246;46.66666667
OTU-686;1;1;0;1;1;1;1;224;2.350248018;80
OTU-687;1;0;0;1;0;1;1;12;1.079181246;20
OTU-69187;0;0;1;0;0;0;1;12;1.079181246;26.66666667
OTU-692;0;1;1;0;1;1;0;13;1.113943352;20
OTU-69720;1;1;0;1;1;0;1;6;0.77815125;6.666666667
OTU-7;1;0;1;0;1;1;1;226;2.354108439;46.66666667
OTU-71;1;0;1;1;0;0;0;1;0;6.666666667
OTU-71639;0;0;1;0;1;0;0;210;2.322219295;73.33333333
OTU-71806;1;1;0;1;1;1;1;12;1.079181246;26.66666667
OTU-72;1;1;1;1;1;1;1;37;1.568201724;6.666666667
OTU-72558;0;0;0;0;0;1;0;26;1.414973348;60
OTU-72611;1;0;0;1;0;1;1;11;1.041392685;6.666666667
OTU-73;1;1;0;1;0;1;1;59;1.770852012;86.66666667
OTU-7409;1;0;1;0;0;1;1;4;0.602059991;13.33333333
OTU-746;0;0;1;0;0;1;1;35;1.544068044;60
OTU-74902;0;0;0;0;0;0;0;13;1.113943352;60
OTU-7576;0;1;1;0;1;0;1;71;1.851258349;26.66666667
OTU-75816;1;0;0;0;0;1;0;21;1.322219295;33.33333333
OTU-76;0;0;1;0;1;0;0;7;0.84509804;46.66666667
OTU-76719;0;0;0;0;0;0;0;110;2.041392685;80
OTU-77;1;0;0;1;0;1;0;6;0.77815125;26.66666667
OTU-7836;0;0;0;1;0;1;1;5;0.698970004;13.33333333
OTU-78382;1;0;0;0;0;0;0;660;2.819543936;86.66666667
OTU-7853;1;0;0;1;0;1;1;25;1.397940009;60
OTU-789;1;1;0;1;0;1;1;18;1.255272505;60
OTU-79107;0;0;0;0;0;1;1;31;1.491361694;73.33333333
OTU-79812;1;0;0;0;0;0;1;91;1.959041392;86.66666667
OTU-8;1;1;0;1;0;1;0;116;2.064457989;86.66666667
OTU-8002;1;0;0;1;0;1;1;281;2.44870632;86.66666667
OTU-81;1;0;0;1;0;0;1;2595;3.414137362;100
OTU-8137;0;0;1;0;0;1;0;28;1.447158031;33.33333333
OTU-817;1;0;0;1;0;0;1;366;2.563481085;100
OTU-81809;0;1;0;0;1;0;1;5;0.698970004;33.33333333
OTU-82;1;0;1;1;0;1;0;4;0.602059991;6.666666667
OTU-8203;1;0;0;1;0;0;0;28;1.447158031;33.33333333
OTU-8208;1;0;0;0;0;1;1;10;1;33.33333333
OTU-83214;1;0;0;0;0;0;0;152;2.181843588;26.66666667
OTU-83276;1;0;0;1;0;1;0;1;0;6.666666667
OTU-83304;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-83540;1;0;0;0;0;1;0;14;1.146128036;26.66666667
OTU-83722;1;0;0;1;0;0;1;21;1.322219295;66.66666667
OTU-8397;0;0;0;0;0;0;1;593;2.773054693;86.66666667
OTU-84;1;1;0;1;0;1;1;194;2.28780173;26.66666667
OTU-84048;1;0;0;1;0;1;1;6;0.77815125;20
OTU-84272;1;0;0;0;0;1;0;29;1.462397998;26.66666667
OTU-84457;1;0;0;1;0;0;1;18;1.255272505;6.666666667
OTU-845;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-8463;0;0;0;0;0;1;0;336;2.526339277;66.66666667
OTU-84675;1;0;1;0;0;1;1;115;2.06069784;86.66666667
OTU-84717;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-85;0;0;0;0;0;0;1;8611;3.935053589;93.33333333
OTU-85083;0;0;0;0;0;0;1;324;2.51054501;93.33333333
OTU-85107;0;0;0;0;0;1;0;3216;3.50731604;100
OTU-85134;1;0;0;1;0;0;0;58;1.763427994;60
OTU-87354;0;0;0;0;0;1;1;429;2.632457292;93.33333333
OTU-87554;0;0;0;0;0;1;1;19;1.278753601;53.33333333
OTU-87638;1;0;0;1;0;0;0;5;0.698970004;26.66666667
OTU-87705;0;0;0;0;0;1;0;2;0.301029996;13.33333333
OTU-88;1;0;1;1;1;1;0;15;1.176091259;40
OTU-88047;0;0;0;0;0;1;1;55;1.740362689;46.66666667
OTU-88329;1;0;0;1;0;1;1;9;0.954242509;13.33333333
OTU-88468;1;0;0;0;0;1;0;21;1.322219295;46.66666667
OTU-88532;1;0;0;0;0;1;1;14;1.146128036;53.33333333
OTU-88583;1;0;1;0;0;1;0;19;1.278753601;20
OTU-88597;1;0;0;1;0;1;1;7;0.84509804;33.33333333
OTU-89;1;1;1;0;1;0;1;51;1.707570176;100
OTU-895;1;0;0;1;0;1;1;88;1.944482672;73.33333333
OTU-89590;1;1;0;1;1;1;1;22;1.342422681;33.33333333
OTU-89815;1;0;0;1;0;0;1;18;1.255272505;66.66666667
OTU-89954;0;0;0;0;0;1;1;63;1.799340549;66.66666667
OTU-9;0;1;0;1;0;0;1;30;1.477121255;80
OTU-90;0;0;0;0;0;0;1;7;0.84509804;20
OTU-902;1;0;0;0;0;0;0;11;1.041392685;46.66666667
OTU-91;0;1;0;1;1;0;1;5;0.698970004;33.33333333
OTU-92;0;1;1;0;1;0;0;46;1.662757832;66.66666667
OTU-928;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-93;1;1;1;1;0;1;1;64;1.806179974;73.33333333
OTU-99;1;0;0;1;0;1;1;131;2.117271296;100
OTU-99468;1;1;0;1;0;0;0;31;1.491361694;60
OTU-995;0;0;0;0;0;1;1;16;1.204119983;60
;;;;;;;;30;1.477121255;40
;;;;;;;;1;0;6.666666667
;;;;;;;;4;0.602059991;20
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;1101;3.041787319;93.33333333
;;;;;;;;20;1.301029996;53.33333333
;;;;;;;;28;1.447158031;40
;;;;;;;;59;1.770852012;60
;;;;;;;;5;0.698970004;20
;;;;;;;;9;0.954242509;20
;;;;;;;;24;1.380211242;53.33333333
;;;;;;;;20;1.301029996;46.66666667
;;;;;;;;5;0.698970004;20
;;;;;;;;413;2.615950052;86.66666667
;;;;;;;;113;2.053078443;86.66666667
;;;;;;;;26;1.414973348;20
;;;;;;;;10;1;26.66666667
;;;;;;;;32;1.505149978;80
;;;;;;;;166;2.220108088;60
;;;;;;;;82;1.913813852;20
;;;;;;;;129;2.11058971;53.33333333
;;;;;;;;98;1.991226076;73.33333333
;;;;;;;;40;1.602059991;46.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;35;1.544068044;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;49579;4.695297763;100
;;;;;;;;1;0;6.666666667
;;;;;;;;5;0.698970004;20
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;25;1.397940009;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;17;1.230448921;20
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;31;1.491361694;46.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;55;1.740362689;33.33333333
;;;;;;;;2459;3.390758529;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;12;1.079181246;20
;;;;;;;;12;1.079181246;20
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;14;1.146128036;53.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;106;2.025305865;66.66666667
;;;;;;;;39;1.591064607;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;216;2.334453751;80
;;;;;;;;77;1.886490725;86.66666667
;;;;;;;;95;1.977723605;66.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;50;1.698970004;53.33333333
;;;;;;;;59;1.770852012;46.66666667
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;27;1.431363764;20
;;;;;;;;274;2.437750563;100
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;10184;4.007918391;100
;;;;;;;;200;2.301029996;26.66666667
;;;;;;;;76;1.880813592;53.33333333
;;;;;;;;26;1.414973348;60
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;39;1.591064607;86.66666667
;;;;;;;;20;1.301029996;26.66666667
;;;;;;;;8;0.903089987;40
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;55;1.740362689;20
;;;;;;;;38;1.579783597;60
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;26;1.414973348;73.33333333
;;;;;;;;168;2.225309282;60
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;10;1;40
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;34;1.531478917;66.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;1123;3.050379756;40
;;;;;;;;33;1.51851394;53.33333333
;;;;;;;;48;1.681241237;60
;;;;;;;;71;1.851258349;100
;;;;;;;;19;1.278753601;66.66666667
;;;;;;;;18;1.255272505;33.33333333
;;;;;;;;165;2.217483944;86.66666667
;;;;;;;;579;2.762678564;86.66666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;23;1.361727836;66.66666667
;;;;;;;;314;2.496929648;93.33333333
;;;;;;;;19;1.278753601;26.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;50;1.698970004;53.33333333
;;;;;;;;40;1.602059991;86.66666667
;;;;;;;;22;1.342422681;46.66666667
;;;;;;;;351;2.545307116;100
;;;;;;;;47;1.672097858;26.66666667
;;;;;;;;94;1.973127854;86.66666667
;;;;;;;;5;0.698970004;20
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;1087;3.036229544;100
;;;;;;;;11;1.041392685;40
;;;;;;;;10;1;20
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;26;1.414973348;20
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;79;1.897627091;80
;;;;;;;;12;1.079181246;26.66666667
;;;;;;;;64;1.806179974;93.33333333
;;;;;;;;14;1.146128036;26.66666667
;;;;;;;;2198;3.342027688;93.33333333
;;;;;;;;24;1.380211242;46.66666667
;;;;;;;;143;2.155336037;93.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;30;1.477121255;73.33333333
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;84;1.924279286;80
;;;;;;;;88;1.944482672;73.33333333
;;;;;;;;198;2.29666519;33.33333333
;;;;;;;;36;1.556302501;80
;;;;;;;;27;1.431363764;53.33333333
;;;;;;;;182;2.260071388;26.66666667
;;;;;;;;78;1.892094603;73.33333333
;;;;;;;;14;1.146128036;33.33333333
;;;;;;;;26;1.414973348;40
;;;;;;;;49;1.69019608;93.33333333
;;;;;;;;17;1.230448921;33.33333333
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;27;1.431363764;13.33333333
;;;;;;;;303;2.481442629;100
;;;;;;;;21;1.322219295;40
;;;;;;;;262;2.418301291;20
;;;;;;;;11;1.041392685;40
;;;;;;;;33;1.51851394;53.33333333
;;;;;;;;371;2.56937391;60
;;;;;;;;62;1.792391689;33.33333333
;;;;;;;;10;1;26.66666667
;;;;;;;;2164;3.335257256;93.33333333
;;;;;;;;180;2.255272505;80
;;;;;;;;166;2.220108088;93.33333333
;;;;;;;;68;1.832508913;93.33333333
;;;;;;;;13;1.113943352;53.33333333
;;;;;;;;207;2.315970345;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;7613;3.88155583;100
;;;;;;;;42;1.62324929;60
;;;;;;;;19;1.278753601;66.66666667
;;;;;;;;152;2.181843588;53.33333333
;;;;;;;;484;2.684845362;86.66666667
;;;;;;;;172;2.235528447;80
;;;;;;;;30;1.477121255;60
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;64;1.806179974;86.66666667
;;;;;;;;28;1.447158031;73.33333333
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;570;2.755874856;100
;;;;;;;;185;2.267171728;73.33333333
;;;;;;;;20;1.301029996;33.33333333
;;;;;;;;19;1.278753601;26.66666667
;;;;;;;;76;1.880813592;80
;;;;;;;;11;1.041392685;40
;;;;;;;;16;1.204119983;60
;;;;;;;;58;1.763427994;60
;;;;;;;;54;1.73239376;53.33333333
;;;;;;;;63;1.799340549;86.66666667
;;;;;;;;92;1.963787827;46.66666667
;;;;;;;;236;2.372912003;100
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;109;2.037426498;93.33333333
;;;;;;;;186;2.269512944;60
;;;;;;;;1;0;6.666666667
;;;;;;;;88;1.944482672;53.33333333
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;561;2.748962861;60
;;;;;;;;334;2.523746467;73.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;329;2.517195898;73.33333333
;;;;;;;;87;1.939519253;13.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;108;2.033423755;93.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;18;1.255272505;46.66666667
;;;;;;;;7;0.84509804;40
;;;;;;;;30;1.477121255;86.66666667
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;10;1;33.33333333
;;;;;;;;68;1.832508913;86.66666667
;;;;;;;;37;1.568201724;66.66666667
;;;;;;;;108;2.033423755;40
;;;;;;;;46;1.662757832;93.33333333
;;;;;;;;864;2.936513742;100
;;;;;;;;1;0;6.666666667
;;;;;;;;4;0.602059991;20
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;345;2.537819095;80
;;;;;;;;25;1.397940009;33.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;65;1.812913357;53.33333333
;;;;;;;;44;1.643452676;86.66666667
;;;;;;;;117;2.068185862;86.66666667
;;;;;;;;14;1.146128036;60
;;;;;;;;891;2.949877704;93.33333333
;;;;;;;;553;2.742725131;86.66666667
;;;;;;;;26;1.414973348;26.66666667
;;;;;;;;35;1.544068044;80
;;;;;;;;95;1.977723605;73.33333333
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;36;1.556302501;66.66666667
;;;;;;;;6;0.77815125;20
;;;;;;;;27;1.431363764;66.66666667
;;;;;;;;54;1.73239376;73.33333333
;;;;;;;;48;1.681241237;73.33333333
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;61;1.785329835;66.66666667
;;;;;;;;96;1.982271233;66.66666667
;;;;;;;;32;1.505149978;60
;;;;;;;;3507;3.544935766;100
;;;;;;;;323;2.509202522;80
;;;;;;;;210;2.322219295;100
;;;;;;;;83;1.919078092;60
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;339;2.530199698;86.66666667
;;;;;;;;163;2.212187604;86.66666667
;;;;;;;;11;1.041392685;40
;;;;;;;;16;1.204119983;46.66666667
;;;;;;;;10;1;20
;;;;;;;;16;1.204119983;53.33333333
;;;;;;;;24;1.380211242;46.66666667
;;;;;;;;18;1.255272505;46.66666667
;;;;;;;;217;2.336459734;80
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;52;1.716003344;60
;;;;;;;;79;1.897627091;86.66666667
;;;;;;;;417;2.620136055;80
;;;;;;;;173;2.238046103;86.66666667
;;;;;;;;8;0.903089987;40
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;25;1.397940009;66.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;6;0.77815125;20
;;;;;;;;27;1.431363764;60
;;;;;;;;1977;3.296006669;93.33333333
;;;;;;;;12;1.079181246;20
;;;;;;;;25;1.397940009;66.66666667
;;;;;;;;53;1.72427587;66.66666667
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;27;1.431363764;86.66666667
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;126;2.100370545;93.33333333
;;;;;;;;10;1;26.66666667
;;;;;;;;2155;3.333447274;80
;;;;;;;;240;2.380211242;93.33333333
;;;;;;;;401;2.603144373;60
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;773;2.888179494;40
;;;;;;;;114;2.056904851;66.66666667
;;;;;;;;6;0.77815125;20
;;;;;;;;358;2.553883027;93.33333333
;;;;;;;;250;2.397940009;93.33333333
;;;;;;;;57;1.755874856;60
;;;;;;;;11;1.041392685;20
;;;;;;;;24;1.380211242;46.66666667
;;;;;;;;63;1.799340549;53.33333333
;;;;;;;;41;1.612783857;66.66666667
;;;;;;;;2746;3.438700533;93.33333333
;;;;;;;;43;1.633468456;66.66666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;1;0;6.666666667
;;;;;;;;352;2.546542663;86.66666667
;;;;;;;;22;1.342422681;13.33333333
;;;;;;;;72;1.857332496;80
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;11;1.041392685;40
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;150;2.176091259;80
;;;;;;;;175;2.243038049;93.33333333
;;;;;;;;27;1.431363764;73.33333333
;;;;;;;;36;1.556302501;66.66666667
;;;;;;;;40;1.602059991;53.33333333
;;;;;;;;1006;3.002597981;46.66666667
;;;;;;;;24;1.380211242;60
;;;;;;;;51;1.707570176;60
;;;;;;;;65;1.812913357;66.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;28;1.447158031;66.66666667
;;;;;;;;516;2.712649702;93.33333333
;;;;;;;;14;1.146128036;53.33333333
;;;;;;;;101;2.004321374;33.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;55;1.740362689;73.33333333
;;;;;;;;14;1.146128036;33.33333333
;;;;;;;;10;1;46.66666667
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;143;2.155336037;40
;;;;;;;;159;2.201397124;80
;;;;;;;;186;2.269512944;26.66666667
;;;;;;;;179;2.252853031;33.33333333
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;103;2.012837225;66.66666667
;;;;;;;;170;2.230448921;53.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;14;1.146128036;40
;;;;;;;;48;1.681241237;53.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;203;2.307496038;80
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;51;1.707570176;73.33333333
;;;;;;;;126;2.100370545;80
;;;;;;;;12;1.079181246;26.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;243;2.385606274;80
;;;;;;;;22;1.342422681;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;11;1.041392685;20
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;74;1.86923172;33.33333333
;;;;;;;;24;1.380211242;33.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;33;1.51851394;60
;;;;;;;;1;0;6.666666667
;;;;;;;;8710;3.940018155;86.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;84;1.924279286;86.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;10042;4.001820217;100
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;59;1.770852012;86.66666667
;;;;;;;;41;1.612783857;26.66666667
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;17;1.230448921;20
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;33;1.51851394;66.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;25;1.397940009;33.33333333
;;;;;;;;91;1.959041392;80
;;;;;;;;619;2.791690649;80
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;7549;3.877889425;100
;;;;;;;;1;0;6.666666667
;;;;;;;;51;1.707570176;26.66666667
;;;;;;;;212;2.326335861;100
;;;;;;;;38;1.579783597;80
;;;;;;;;151;2.178976947;66.66666667
;;;;;;;;53;1.72427587;60
;;;;;;;;20;1.301029996;60
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;25;1.397940009;66.66666667
;;;;;;;;31;1.491361694;73.33333333
;;;;;;;;162;2.209515015;73.33333333
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;78;1.892094603;86.66666667
;;;;;;;;276;2.440909082;100
;;;;;;;;49;1.69019608;73.33333333
;;;;;;;;25;1.397940009;53.33333333
;;;;;;;;67;1.826074803;66.66666667
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;29;1.462397998;66.66666667
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;35;1.544068044;46.66666667
;;;;;;;;48;1.681241237;73.33333333
;;;;;;;;31;1.491361694;60
;;;;;;;;42;1.62324929;13.33333333
;;;;;;;;24;1.380211242;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;28;1.447158031;33.33333333
;;;;;;;;14;1.146128036;66.66666667
;;;;;;;;68;1.832508913;53.33333333
;;;;;;;;99;1.995635195;73.33333333
;;;;;;;;58;1.763427994;66.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;1565;3.194514342;86.66666667
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;150;2.176091259;33.33333333
;;;;;;;;250;2.397940009;46.66666667
;;;;;;;;136;2.133538908;80
;;;;;;;;176;2.245512668;66.66666667
;;;;;;;;6;0.77815125;40
;;;;;;;;85;1.929418926;86.66666667
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;11;1.041392685;26.66666667
;;;;;;;;35;1.544068044;60
;;;;;;;;494;2.693726949;80
;;;;;;;;47;1.672097858;66.66666667
;;;;;;;;366;2.563481085;73.33333333
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;23;1.361727836;33.33333333
;;;;;;;;319;2.503790683;86.66666667
;;;;;;;;228;2.357934847;66.66666667
;;;;;;;;27;1.431363764;40
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;122;2.086359831;33.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;6;0.77815125;20
;;;;;;;;57;1.755874856;73.33333333
;;;;;;;;29;1.462397998;13.33333333
;;;;;;;;38;1.579783597;26.66666667
;;;;;;;;1335;3.125481266;86.66666667
;;;;;;;;44;1.643452676;46.66666667
;;;;;;;;4826;3.683587318;93.33333333
;;;;;;;;8;0.903089987;20
;;;;;;;;5;0.698970004;20
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;21;1.322219295;26.66666667
;;;;;;;;233;2.367355921;100
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;15;1.176091259;46.66666667
;;;;;;;;158;2.198657087;80
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;414;2.617000341;86.66666667
;;;;;;;;14;1.146128036;46.66666667
;;;;;;;;20;1.301029996;66.66666667
;;;;;;;;73;1.86332286;60
;;;;;;;;18160;4.259115844;100
;;;;;;;;124;2.093421685;60
;;;;;;;;141;2.149219113;66.66666667
;;;;;;;;94;1.973127854;86.66666667
;;;;;;;;21;1.322219295;53.33333333
;;;;;;;;25;1.397940009;53.33333333
;;;;;;;;9;0.954242509;40
;;;;;;;;34;1.531478917;46.66666667
;;;;;;;;73;1.86332286;40
;;;;;;;;26;1.414973348;46.66666667
;;;;;;;;50;1.698970004;33.33333333
;;;;;;;;52;1.716003344;60
;;;;;;;;38;1.579783597;86.66666667
;;;;;;;;46;1.662757832;20
;;;;;;;;371;2.56937391;46.66666667
;;;;;;;;30;1.477121255;46.66666667
;;;;;;;;359;2.555094449;100
;;;;;;;;132;2.120573931;73.33333333
;;;;;;;;138;2.139879086;93.33333333
;;;;;;;;54;1.73239376;60
;;;;;;;;151;2.178976947;80
;;;;;;;;38;1.579783597;73.33333333
;;;;;;;;44;1.643452676;80
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;254;2.404833717;86.66666667
;;;;;;;;18;1.255272505;20
;;;;;;;;34;1.531478917;40
;;;;;;;;345;2.537819095;86.66666667
;;;;;;;;14;1.146128036;26.66666667
;;;;;;;;126;2.100370545;100
;;;;;;;;107;2.029383778;86.66666667
;;;;;;;;149;2.173186268;93.33333333
;;;;;;;;34;1.531478917;26.66666667
;;;;;;;;16;1.204119983;60
;;;;;;;;46;1.662757832;73.33333333
;;;;;;;;22;1.342422681;40
;;;;;;;;42;1.62324929;53.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;25;1.397940009;60
;;;;;;;;138;2.139879086;93.33333333
;;;;;;;;127;2.103803721;100
;;;;;;;;9;0.954242509;46.66666667
;;;;;;;;228;2.357934847;80
;;;;;;;;1165;3.066325925;100
;;;;;;;;126;2.100370545;86.66666667
;;;;;;;;76;1.880813592;66.66666667
;;;;;;;;30;1.477121255;26.66666667
;;;;;;;;32;1.505149978;80
;;;;;;;;62;1.792391689;73.33333333
;;;;;;;;136;2.133538908;66.66666667
;;;;;;;;23;1.361727836;53.33333333
;;;;;;;;481;2.682145076;86.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;938;2.972202838;86.66666667
;;;;;;;;56;1.748188027;60
;;;;;;;;3555;3.550839605;100
;;;;;;;;9837;3.992862671;93.33333333
;;;;;;;;2054;3.312600439;93.33333333
;;;;;;;;40;1.602059991;66.66666667
;;;;;;;;65;1.812913357;33.33333333
;;;;;;;;61;1.785329835;60
;;;;;;;;102;2.008600172;73.33333333
